destination_id,edge_id,method,level,service,class,Class.keyword,class,Class.keyword,messageRealm,serviceAction,messageParams.subscriber,messageParams.calledMessageQueue,messageParams.type,messageParams.messageID,messageParams.correlationID,messageParams.transactionID,messageParams.originatingMS,messageParams.terminatingMS,serviceData.httpParams.statusCode,message_id_length,correlation_id_length,transaction_id_length
64954b9d04844abe0c138c24,64954b9d04844abe0c138c2b,sendLocalMessage,INTERNALTRACE,smsbroker,,,,,internal,unsubscribe,ocxuaESEv0bNKKGu,smsbroker-smsbroker-598f7b8db9-f4mqp,request,12310196-d675-4453-b8ab-6fac109c8d6a,b774af30b4310ca696d3d4243a8d2cca,12c3abd8-4b5d-4d27-8503-074acf12f035:a50425ed-ef28-4dd5-bb12-740f97cf7eda,smsbroker,intelepeersmsadapter,400,36,32,73
64954b9d04844abe0c138c24,64954b9d04844abe0c138c2c,sendLocalMessage,INTERNALTRACE,smsbroker,,,,,external,subscribe,ocxuaESEv0bNKKGu,smsbroker-smsbroker-598f7b8db9-f4mqp,request,a49738f8-6208-48d5-8b3f-b9482225f6ff,a5f893fbfb5a476fe00642b7c50433dc,12c3abd8-4b5d-4d27-8503-074acf12f035:3db192c8-4a71-43b5-8295-dad36bb2c9e6,smsbroker,intelepeersmsadapter,400,36,32,73
64954b9d04844abe0c138c24,64954b9d04844abe0c138c2d,sendLocalMessage,INTERNALTRACE,smsbroker,,,,,internal,unsubscribe,ocxuaESEv0bNKKGu,smsbroker-smsbroker-598f7b8db9-zbwf9,request,567fb2de-fa23-4fe2-b1db-8f626c51cde5,e81c9c48037624b8f204d684cc285b96,dcc132a4-b764-429c-a786-94d84f43cd42:bbfbf3ae-5bb6-4154-b336-14883ebcee7f,smsbroker,intelepeersmsadapter,400,36,32,73
64954b9d04844abe0c138c24,64954b9d04844abe0c138c2e,sendLocalMessage,INTERNALTRACE,smsbroker,,,,,external,subscribe,ocxuaESEv0bNKKGu,smsbroker-smsbroker-598f7b8db9-zbwf9,request,fab03bc7-9d3a-4c77-b402-85e82341e2d2,84bc7855f58b104e73857f97e1f5cb2c,dcc132a4-b764-429c-a786-94d84f43cd42:f68f64ee-7248-4232-a614-84eb2fdba39c,smsbroker,intelepeersmsadapter,400,36,32,73
64954b9d04844abe0c138c24,64954b9d04844abe0c138c2f,sendLocalMessage,INTERNALTRACE,smsbroker,,,,,internal,unsubscribe,ocxuaESEv0bNKKGu,smsbroker-smsbroker-598f7b8db9-zbwf9,request,f0141195-7940-4ca8-977d-64d6bafedde3,cf4a20fe81bafcca9706d720196b7fd5,42409253-faaf-44cd-8104-ad2375cd7b23:5ec0cd27-8b18-4572-9ef0-dcde5658e338,smsbroker,intelepeersmsadapter,400,36,32,73
64954b9d04844abe0c138c24,64954b9d04844abe0c138c30,sendLocalMessage,INTERNALTRACE,smsbroker,,,,,external,subscribe,ocxuaESEv0bNKKGu,smsbroker-smsbroker-598f7b8db9-zbwf9,request,9541b6c9-a63f-4633-b259-99ca2c48ac71,30dcaff266c0d918246ceeda1bcf5dd2,42409253-faaf-44cd-8104-ad2375cd7b23:43b9dfd0-0ea0-41b9-81dd-ccfcbf185573,smsbroker,intelepeersmsadapter,400,36,32,73
64954b9d04844abe0c138c24,64954b9d04844abe0c138c31,sendLocalMessage,INTERNALTRACE,smsbroker,,,,,internal,unsubscribe,ocxuaESEv0bNKKGu,smsbroker-smsbroker-598f7b8db9-zbwf9,request,9fc72b86-b59c-4199-ab9e-6f0bf6612d89,36627143e4cc395d29f058ccec94b993,4444ebdc-7c51-4222-b8d1-fa5968d1f9de:bb184c1f-7219-4010-80b2-de05972ea137,smsbroker,intelepeersmsadapter,400,36,32,73
64954b9d04844abe0c138c24,64954b9d04844abe0c138c32,sendLocalMessage,INTERNALTRACE,smsbroker,,,,,external,subscribe,ocxuaESEv0bNKKGu,smsbroker-smsbroker-598f7b8db9-zbwf9,request,13d903ee-288d-476a-9bc6-be0e0125a4d8,ef3288898d1dfe4f78d7a0193f57ae11,4444ebdc-7c51-4222-b8d1-fa5968d1f9de:b9b16418-f5d4-4cb3-9024-78cbd6762849,smsbroker,intelepeersmsadapter,400,36,32,73
64954b9d04844abe0c138c24,64954b9d04844abe0c138c33,sendLocalMessage,INTERNALTRACE,smsbroker,,,,,internal,unsubscribe,ocxuaESEv0bNKKGu,smsbroker-smsbroker-598f7b8db9-zbwf9,request,1b26314b-a4bd-403c-ba08-d9bdeec6bec2,b3c6fc8cfbb44e80d191f187025183eb,48adff59-01b9-4797-9dc5-f932d0867229:60170bdd-998d-45e3-b4c4-3b8a6780db8e,smsbroker,intelepeersmsadapter,400,36,32,73
64954b9d04844abe0c138c24,64954b9d04844abe0c138c34,sendLocalMessage,INTERNALTRACE,smsbroker,,,,,external,subscribe,ocxuaESEv0bNKKGu,smsbroker-smsbroker-598f7b8db9-zbwf9,request,79462a22-612f-41d7-a593-a16001b76422,c185e5820e800e3e3e8362ce30614448,48adff59-01b9-4797-9dc5-f932d0867229:fe9b0aac-56b9-4af4-a52f-fe658ea0efc2,smsbroker,intelepeersmsadapter,400,36,32,73
